Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Seats,Price,New Price in Lakhs,Mileage in km/kg,Engine in CC,Power in bhp,Diesel Fuel,Petrol Fuel,Manual Transmission,Automatic Transmission,Kilometers per year
450,Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,First,5.0,7.98,23.281830466830467,24.8,1197,81.83,0,1,1,0,3273.125
451,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Second,5.0,39.0,23.281830466830467,16.658823529411766,1968,174.3,1,0,0,1,3454.5454545454545
452,Maruti Ritz VXi,Chennai,2011,67000,Second,5.0,2.25,23.281830466830467,24.666666666666668,1197,85.8,0,1,1,0,4785.714285714285
453,Mitsubishi Cedia Sports,Chennai,2010,66000,Second,5.0,3.85,23.281830466830467,17.56,1999,114.0,0,1,1,0,4400.0
454,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,First,7.0,13.5,23.281830466830467,15.058823529411766,2494,102.0,1,0,1,0,8088.3
455,Maruti Celerio LDi,Hyderabad,2016,80219,First,5.0,3.5,23.281830466830467,32.49411764705883,793,47.0,1,0,1,0,8913.222222222223
456,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,First,5.0,8.92,11.26,29.529411764705884,1248,88.5,1,0,1,0,1846.142857142857
457,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,First,5.0,20.37,43.65,17.847058823529412,1968,181.0,1,0,0,1,9626.888888888889
458,BMW 3 Series Luxury Line,Bangalore,2016,19235,First,5.0,36.5,62.07,25.6,1995,190.0,1,0,0,1,2137.222222222222
459,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,51002,First,7.0,48.91,23.281830466830467,13.329411764705883,4134,335.2,1,0,0,1,5666.888888888889
460,Hyundai i20 2015-2017 Asta 1.2,Pune,2016,6800,First,5.0,7.2,23.281830466830467,24.8,1197,81.83,0,1,1,0,755.5555555555555
461,Renault Duster 110PS Diesel RxL,Hyderabad,2012,82749,First,5.0,5.99,23.281830466830467,22.364705882352943,1461,108.45,1,0,1,0,6365.307692307692
462,Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,2016,51000,First,5.0,5.25,23.281830466830467,28.705882352941174,1120,71.0,1,0,1,0,5666.666666666667
463,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,31465,First,5.0,6.5,23.281830466830467,26.705882352941178,1498,89.84,1,0,1,0,2860.4545454545455
464,Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,2013,76476,First,5.0,4.4,23.281830466830467,21.959999999999997,1198,73.9,0,1,1,0,6373.0
465,Hyundai Grand i10 CRDi Magna,Kolkata,2017,14000,First,5.0,4.6,23.281830466830467,28.235294117647058,1120,70.0,1,0,1,0,1750.0
466,Tata Manza Aqua Quadrajet BS IV,Ahmedabad,2013,47000,First,5.0,2.95,23.281830466830467,24.847058823529412,1248,88.8,1,0,1,0,3916.6666666666665
467,Honda City 1.5 V MT,Kolkata,2011,48466,First,5.0,3.26,23.281830466830467,22.666666666666668,1497,118.0,0,1,1,0,3461.8571428571427
468,Hyundai Santro Xing GLS,Bangalore,2008,46000,Second,5.0,2.22,23.281830466830467,23.893333333333334,1086,62.1,0,1,1,0,2705.8823529411766
469,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,162663,First,7.0,10.5,23.281830466830467,15.282352941176471,2494,100.0,1,0,1,0,12512.538461538461
470,Maruti Ciaz 1.3 S,Coimbatore,2017,25142,First,5.0,8.26,23.281830466830467,33.04705882352941,1248,88.5,1,0,1,0,3142.75
471,Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,69000,First,7.0,14.45,23.281830466830467,14.764705882352942,2982,169.0,1,0,1,0,5750.0
473,Mercedes-Benz E-Class E 220 d,Kochi,2018,26405,First,5.0,51.43,86.97,16.8,1950,191.34,0,1,0,1,3772.1428571428573
474,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2014,45000,First,5.0,23.0,23.281830466830467,18.58823529411765,2148,170.0,1,0,1,0,4090.909090909091
475,Skoda Yeti Ambition 4X2,Kolkata,2012,64284,First,5.0,5.5,23.281830466830467,20.847058823529412,1968,108.49,1,0,1,0,4944.923076923077
476,Hyundai Grand i10 Sportz,Delhi,2015,27000,First,5.0,4.5,23.281830466830467,25.2,1197,82.0,0,1,1,0,2700.0
477,Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,3678,First,5.0,6.8,23.281830466830467,24.213333333333335,1196,86.8,0,1,1,0,525.4285714285714
478,Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2013,21000,First,5.0,8.75,23.281830466830467,22.400000000000002,1395,138.02,0,1,1,0,1750.0
479,Renault Duster 85PS Diesel RxL Option,Mumbai,2015,67000,Second,5.0,7.0,23.281830466830467,23.376470588235296,1461,83.8,1,0,1,0,6700.0
480,Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,2015,24000,Second,5.0,33.5,23.281830466830467,18.44705882352941,1999,177.0,1,0,0,1,2400.0
481,Ford Figo Diesel EXI,Chennai,2011,75000,Second,5.0,2.25,23.281830466830467,23.529411764705884,1399,68.0,1,0,1,0,5357.142857142857
482,Ford Endeavour Hurricane Limited Edition,Hyderabad,2008,179000,Second,7.0,4.24,23.281830466830467,15.058823529411766,2953,156.0,1,0,0,1,10529.411764705883
483,Toyota Fortuner 4x4 MT,Coimbatore,2017,47198,First,7.0,28.42,23.281830466830467,14.764705882352942,2982,168.5,1,0,1,0,5899.75
484,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,52000,First,5.0,2.75,23.281830466830467,25.96470588235294,1199,73.9,1,0,1,0,4000.0
485,Maruti Ritz VDi,Jaipur,2011,91000,First,5.0,3.0,23.281830466830467,27.294117647058822,1248,73.94,1,0,1,0,6500.0
486,Nissan Micra Diesel XV Premium,Pune,2013,60000,First,5.0,3.55,23.281830466830467,27.152941176470588,1461,63.1,1,0,1,0,5000.0
487,Hyundai Verna 1.6 SX,Kolkata,2013,37873,First,5.0,4.8,23.281830466830467,26.258823529411767,1582,126.32,1,0,1,0,3156.0833333333335
488,BMW 5 Series 2003-2012 523i,Kolkata,2011,31000,First,5.0,13.5,23.281830466830467,14.4,2497,150.0,0,1,0,1,2214.285714285714
489,Mercedes-Benz GLS 350d 4MATIC,Pune,2017,129000,First,7.0,56.0,100.0,12.941176470588236,2987,258.0,1,0,0,1,16125.0
490,Honda CR-V 2.4L 4WD AT,Hyderabad,2004,78000,First,5.0,3.99,23.281830466830467,16.0,2354,187.4,0,1,0,1,3714.285714285714
491,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,32000,First,5.0,15.5,23.281830466830467,20.011764705882356,1582,126.2,1,0,0,1,3555.5555555555557
492,Hyundai i10 Era,Jaipur,2010,59000,Second,5.0,2.32,23.281830466830467,26.41333333333333,1086,68.05,0,1,1,0,3933.3333333333335
493,Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,35437,First,5.0,18.58,23.281830466830467,23.529411764705884,2143,136.0,1,0,0,1,3937.4444444444443
494,Maruti Ertiga VXI,Jaipur,2014,98000,First,7.0,5.5,23.281830466830467,21.36,1373,93.7,0,1,1,0,8909.09090909091
495,Skoda Octavia Classic 1.9 TDI MT,Chennai,2006,72000,Second,5.0,3.2,23.281830466830467,22.0,1896,66.0,1,0,1,0,3789.4736842105262
496,Honda Amaze VX i-Vtech,Pune,2015,79000,First,5.0,4.0,23.281830466830467,24.0,1198,86.7,0,1,1,0,7900.0
497,Maruti Zen LXi BSII,Chennai,2004,29000,First,5.0,1.6,23.281830466830467,23.066666666666666,993,60.0,0,1,1,0,1380.952380952381
498,Maruti SX4 ZXI MT BSIV,Kochi,2013,66012,First,5.0,4.15,23.281830466830467,20.666666666666668,1586,103.3,0,1,1,0,5501.0
499,Honda Brio VX AT,Mumbai,2014,35000,First,5.0,4.25,23.281830466830467,22.0,1198,86.8,0,1,0,1,3181.818181818182
500,Maruti Wagon R VXI,Ahmedabad,2011,75000,First,5.0,2.6,23.281830466830467,25.2,998,67.1,0,1,1,0,5357.142857142857
501,Toyota Camry A/T,Mumbai,2008,80000,Second,5.0,3.43,23.281830466830467,16.133333333333333,2362,164.7,0,1,0,1,4705.882352941177
502,Chevrolet Beat LS,Kochi,2012,32717,First,5.0,2.55,23.281830466830467,24.8,1199,79.4,0,1,1,0,2516.6923076923076
503,Toyota Fortuner 4x4 AT,Delhi,2017,25000,First,7.0,32.0,23.281830466830467,14.764705882352942,2982,168.5,1,0,0,1,3125.0
504,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,79000,First,5.0,6.25,23.281830466830467,26.705882352941178,1498,89.84,1,0,1,0,7181.818181818182
505,Maruti Swift Vdi BSIII,Hyderabad,2010,86000,Second,5.0,3.6,23.281830466830467,20.941176470588236,1248,75.0,1,0,1,0,5733.333333333333
506,Mercedes-Benz S Class 2005 2013 S 350 CDI,Pune,2010,137000,First,5.0,18.5,23.281830466830467,15.882352941176471,2987,282.0,1,0,0,1,9133.333333333334
507,Honda Mobilio S i VTEC,Mumbai,2015,25000,Second,7.0,4.25,23.281830466830467,23.066666666666666,1497,117.3,0,1,1,0,2500.0
508,Hyundai Grand i10 Sportz,Mumbai,2017,8500,Second,5.0,4.8,23.281830466830467,25.2,1197,82.0,0,1,1,0,1062.5
509,Mahindra XUV500 AT W8 FWD,Bangalore,2015,34000,First,7.0,13.0,23.281830466830467,18.823529411764707,2179,140.0,1,0,0,1,3400.0
510,Skoda Fabia 1.6 MPI Elegance,Pune,2012,41629,Second,5.0,2.25,23.281830466830467,19.773333333333333,1598,105.0,0,1,1,0,3202.230769230769
511,Hyundai Santro Xing GLS,Hyderabad,2009,80227,First,5.0,2.3,23.281830466830467,23.893333333333334,1086,62.1,0,1,1,0,5014.1875
512,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2019,8587,First,5.0,13.56,23.281830466830467,20.386666666666667,1591,121.3,0,1,1,0,1431.1666666666667
513,Mahindra Scorpio 1.99 S8,Delhi,2017,30000,First,7.0,12.25,23.281830466830467,18.11764705882353,1997,120.0,1,0,1,0,3750.0
514,Skoda Rapid 1.6 TDI Ambition,Pune,2013,64186,First,5.0,3.76,23.281830466830467,24.11764705882353,1598,103.5,1,0,1,0,5348.833333333333
515,Renault Duster 110PS Diesel RxZ,Coimbatore,2015,76427,First,5.0,8.58,23.281830466830467,22.364705882352943,1461,108.45,1,0,1,0,7642.7
516,BMW X5 xDrive 30d,Hyderabad,2011,75000,First,5.0,27.5,23.281830466830467,13.76470588235294,2993,245.0,1,0,0,1,5357.142857142857
517,Toyota Etios G,Coimbatore,2013,27075,First,5.0,4.95,23.281830466830467,23.46666666666667,1496,88.73,0,1,1,0,2256.25
518,Maruti Wagon R LXI,Ahmedabad,2012,30000,First,5.0,3.3,4.74,30.0,998,67.04,0,1,1,0,2307.6923076923076
519,Hyundai Creta 1.6 SX,Chennai,2016,69434,First,5.0,8.0,14.84,21.066666666666666,1591,121.3,0,1,1,0,7714.888888888889
520,Maruti Celerio VXI,Jaipur,2014,56000,First,5.0,2.79,23.281830466830467,30.8,998,67.04,0,1,1,0,5090.909090909091
521,Land Rover Range Rover HSE Dynamic,Coimbatore,2017,49275,First,5.0,45.64,23.281830466830467,14.941176470588236,2179,187.7,1,0,0,1,6159.375
522,Chevrolet Beat LT,Pune,2014,8700,First,5.0,2.55,23.281830466830467,24.8,1199,76.8,0,1,1,0,790.9090909090909
523,Tata Nano Twist XT,Ahmedabad,2014,18000,Second,4.0,1.0,23.281830466830467,33.86666666666667,624,37.5,0,1,1,0,1636.3636363636363
524,Audi A6 2011-2015 35 TDI Technology,Coimbatore,2017,41041,First,5.0,37.56,23.281830466830467,20.8,1968,174.33,1,0,0,1,5130.125
525,Mercedes-Benz E-Class 280 CDI,Kochi,2009,80464,Second,5.0,9.29,23.281830466830467,12.941176470588236,2987,198.5,1,0,0,1,5029.0
526,Maruti Swift VXI,Kochi,2019,20667,First,5.0,6.37,23.281830466830467,29.333333333333332,1197,81.8,0,1,1,0,3444.5
527,Fiat Linea T Jet,Coimbatore,2013,60283,First,5.0,2.98,23.281830466830467,19.466666666666665,1368,112.0,0,1,1,0,5023.583333333333
528,Maruti Swift VXI Optional,Kochi,2017,31696,First,5.0,5.75,23.281830466830467,27.2,1197,81.8,0,1,1,0,3962.0
529,Toyota Fortuner 3.0 Diesel,Hyderabad,2010,100000,First,7.0,13.0,23.281830466830467,13.529411764705882,2982,171.0,1,0,1,0,6666.666666666667
530,Maruti Ertiga ZXI,Mumbai,2014,13361,First,7.0,6.8,23.281830466830467,21.36,1373,93.7,0,1,1,0,1214.6363636363637
531,BMW 3 Series 320i Sedan,Coimbatore,2010,48394,First,5.0,10.49,23.281830466830467,16.066666666666666,1995,154.0,0,1,0,1,3226.266666666667
532,Maruti Ertiga VXI,Jaipur,2014,47399,First,7.0,5.6,23.281830466830467,21.36,1373,93.7,0,1,1,0,4309.0
533,Honda City 1.5 V AT,Mumbai,2010,69000,Second,5.0,2.85,23.281830466830467,22.400000000000002,1497,118.0,0,1,0,1,4600.0
534,Hyundai Santa Fe 4X4,Coimbatore,2013,65278,First,7.0,8.36,23.281830466830467,17.24705882352941,2199,194.3,1,0,1,0,5439.833333333333
535,Tata Indigo LS,Jaipur,2005,108000,First,5.0,1.0,23.281830466830467,20.0,1405,70.0,1,0,1,0,5400.0
536,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Kolkata,2010,50645,Second,5.0,10.75,23.281830466830467,14.573333333333332,2497,204.0,0,1,0,1,3376.3333333333335
537,Maruti Swift Dzire LDi,Hyderabad,2011,130002,First,5.0,3.85,23.281830466830467,22.705882352941178,1248,73.9,1,0,1,0,9285.857142857143
538,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2012,107000,First,5.0,3.0,23.281830466830467,20.941176470588236,1399,67.0,1,0,1,0,8230.76923076923
539,Honda City i VTEC CVT VX,Coimbatore,2015,41950,First,5.0,9.6,23.281830466830467,24.0,1497,117.3,0,1,0,1,4195.0
540,Toyota Fortuner 4x2 Manual,Delhi,2012,109000,First,7.0,13.25,23.281830466830467,15.294117647058824,2982,168.5,1,0,1,0,8384.615384615385
541,Honda Amaze VX O i VTEC,Mumbai,2016,9000,First,5.0,5.75,23.281830466830467,24.0,1198,86.7,0,1,1,0,1000.0
542,Hyundai i20 Asta 1.4 CRDi,Delhi,2014,43900,First,5.0,6.75,23.281830466830467,26.517647058823528,1396,88.73,1,0,1,0,3990.909090909091
543,Chevrolet Enjoy TCDi LTZ 7 Seater,Bangalore,2013,64000,Second,7.0,4.85,23.281830466830467,21.41176470588235,1248,73.8,1,0,1,0,5333.333333333333
544,Mercedes-Benz New C-Class Progressive C 200,Kochi,2019,13190,First,5.0,38.99,49.49,0.0,1950,181.43,0,1,0,1,2198.3333333333335
545,Maruti SX4 ZXI AT Leather,Mumbai,2009,77652,First,5.0,2.85,23.281830466830467,16.8,1586,103.2,0,1,0,1,4853.25
546,Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2012,55000,First,7.0,9.51,23.281830466830467,15.282352941176471,2494,100.0,1,0,1,0,4230.7692307692305
547,BMW 5 Series 2003-2012 520d,Ahmedabad,2012,59900,Second,5.0,18.5,23.281830466830467,21.741176470588236,1995,177.0,1,0,0,1,4607.692307692308
548,Renault Duster 110PS Diesel RxZ,Delhi,2015,73539,First,5.0,6.75,23.281830466830467,22.364705882352943,1461,108.45,1,0,1,0,7353.9
549,BMW X1 sDrive 20d xLine,Coimbatore,2017,31645,First,5.0,29.4,48.18,24.32941176470588,1995,190.0,1,0,0,1,3955.625
550,Honda City ZX GXi,Kochi,2009,69690,First,5.0,3.29,23.281830466830467,23.599999999999998,1497,78.0,0,1,1,0,4355.625
551,Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,41000,First,5.0,9.5,23.281830466830467,33.04705882352941,1248,88.5,1,0,1,0,4555.555555555556
552,Maruti Swift Dzire VXi,Pune,2010,109200,Second,5.0,2.2,23.281830466830467,23.333333333333332,1298,85.8,0,1,1,0,7280.0
553,Mahindra XUV500 W6 2WD,Pune,2012,80000,First,7.0,6.5,23.281830466830467,17.764705882352942,2179,140.0,1,0,1,0,6153.846153846154
554,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2007,51000,First,5.0,4.9,23.281830466830467,18.0,1799,130.0,0,1,1,0,2833.3333333333335
555,Maruti Ertiga ZDI,Pune,2013,105000,Second,7.0,6.75,12.34,29.96470588235294,1248,88.5,1,0,1,0,8750.0
556,Toyota Etios Liva GD,Chennai,2013,179000,First,5.0,3.8,23.281830466830467,27.75294117647059,1364,67.04,1,0,1,0,14916.666666666666
557,Audi TT 2.0 TFSI,Delhi,2013,12100,First,2.0,29.5,23.281830466830467,13.200000000000001,1984,207.8,0,1,0,1,1008.3333333333334
558,Skoda Rapid 1.5 TDI Style,Hyderabad,2017,31000,First,5.0,10.5,15.38,24.858823529411765,1498,108.4,1,0,1,0,3875.0
559,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,50000,First,5.0,6.2,23.281830466830467,23.694117647058825,1498,88.8,1,0,1,0,5000.0
560,Skoda Laura 1.9 TDI AT Elegance,Jaipur,2009,48000,First,5.0,5.0,23.281830466830467,20.0,1896,105.0,1,0,0,1,3000.0
561,Mahindra Renault Logan 1.5 DLE Diesel,Chennai,2007,35000,First,5.0,2.3,23.281830466830467,22.58823529411765,1461,65.0,1,0,1,0,1944.4444444444443
562,Toyota Innova Crysta 2.8 GX AT,Ahmedabad,2016,100200,First,7.0,17.0,19.21,13.364705882352942,2755,171.5,1,0,0,1,11133.333333333334
563,BMW 3 Series 320d Luxury Line,Bangalore,2014,47000,First,5.0,25.5,23.281830466830467,22.211764705882352,1995,184.0,1,0,0,1,4272.727272727273
564,Honda Jazz 1.5 S i DTEC,Jaipur,2015,63642,First,5.0,5.65,23.281830466830467,32.11764705882353,1498,98.6,1,0,1,0,6364.2
565,Honda Amaze VX i-DTEC,Kochi,2015,62550,First,5.0,5.6,23.281830466830467,30.35294117647059,1498,98.6,1,0,1,0,6255.0
566,Jaguar XF 2.2 Litre Luxury,Kochi,2015,37340,First,5.0,29.98,23.281830466830467,19.24705882352941,2179,187.7,1,0,0,1,3734.0
567,Maruti Swift Dzire VDI,Coimbatore,2016,38461,First,5.0,7.39,23.281830466830467,31.28235294117647,1248,74.0,1,0,1,0,4273.444444444444
568,Jeep Compass 2.0 Limited,Jaipur,2018,29000,First,5.0,19.0,22.95,20.117647058823533,1956,170.0,1,0,1,0,4142.857142857143
569,Toyota Corolla Altis 1.8 Sport,Pune,2010,31000,First,5.0,5.0,23.281830466830467,16.666666666666668,1794,132.0,0,1,1,0,2066.6666666666665
570,Honda City 1.5 V MT,Kolkata,2011,42086,First,5.0,3.35,23.281830466830467,22.666666666666668,1497,118.0,0,1,1,0,3006.1428571428573
571,Maruti Swift ZXI,Chennai,2013,49000,First,5.0,4.45,23.281830466830467,24.8,1197,85.8,0,1,1,0,4083.3333333333335
572,Hyundai Verna 1.6 SX CRDI (O) AT,Coimbatore,2019,77240,First,5.0,8.31,23.281830466830467,26.258823529411767,1582,126.32,1,0,0,1,12873.333333333334
573,Mahindra Bolero ZLX,Jaipur,2012,105000,Second,7.0,6.0,11.15,18.776470588235295,2523,62.1,1,0,1,0,8076.923076923077
574,Maruti Swift VDI,Chennai,2014,35000,First,5.0,5.25,23.281830466830467,26.941176470588236,1248,74.0,1,0,1,0,3181.818181818182
576,Audi A6 2011-2015 2.0 TDI Premium Plus,Hyderabad,2012,202082,First,5.0,12.3,23.281830466830467,20.8,1968,174.33,1,0,0,1,15544.76923076923
577,Ford Ikon 1.3 LXi NXt,Chennai,2004,129000,Third,5.0,1.5,23.281830466830467,18.400000000000002,1299,70.0,0,1,1,0,6142.857142857143
578,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,33558,First,5.0,8.12,10.32,23.694117647058825,1498,88.0,1,0,1,0,4794.0
579,Mahindra Bolero VLX CRDe,Coimbatore,2012,60271,First,7.0,6.12,23.281830466830467,16.0,2523,63.0,1,0,1,0,4636.2307692307695
580,Honda City i DTEC VX Option,Coimbatore,2017,45366,First,5.0,10.88,23.281830466830467,29.529411764705884,1498,98.6,1,0,1,0,5670.75
581,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,9500,First,5.0,3.5,23.281830466830467,24.266666666666666,1199,82.5,0,1,1,0,863.6363636363636
582,Hyundai i20 1.2 Spotz,Kochi,2016,42362,First,5.0,6.15,23.281830466830467,24.8,1197,81.83,0,1,1,0,4706.888888888889
583,BMW X1 sDrive 20d Sportline,Chennai,2016,21000,First,5.0,33.0,23.281830466830467,20.058823529411764,1995,184.0,1,0,0,1,2333.3333333333335
584,BMW X1 sDrive 20d Exclusive,Mumbai,2012,15200,First,5.0,13.5,23.281830466830467,17.71764705882353,1995,177.0,1,0,0,1,1169.2307692307693
585,Toyota Fortuner 4x2 AT,Mumbai,2015,43690,First,7.0,17.11,23.281830466830467,14.764705882352942,2982,168.5,1,0,0,1,4369.0
586,Audi Q7 4.2 TDI Quattro Technology,Kochi,2014,79926,First,7.0,29.77,23.281830466830467,13.329411764705883,4134,335.2,1,0,0,1,7266.0
587,Maruti Ertiga VDI,Kolkata,2013,53073,First,7.0,5.95,23.281830466830467,24.435294117647057,1248,88.76,1,0,1,0,4422.75
588,Hyundai i20 1.2 Magna,Bangalore,2015,59000,First,5.0,5.75,23.281830466830467,24.666666666666668,1197,80.0,0,1,1,0,5900.0
589,Mercedes-Benz S Class 2005 2013 S 350 L,Bangalore,2006,47088,Second,5.0,19.0,23.281830466830467,13.506666666666668,3498,364.9,0,1,0,1,2478.315789473684
590,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55000,First,5.0,4.75,23.281830466830467,24.058823529411764,1461,83.8,1,0,1,0,5000.0
591,Mahindra Quanto C2,Hyderabad,2013,80430,Second,7.0,3.3,23.281830466830467,20.247058823529414,1493,100.0,1,0,1,0,6702.5
592,Toyota Fortuner 4x2 AT,Delhi,2013,71932,First,7.0,16.5,23.281830466830467,14.764705882352942,2982,168.5,1,0,0,1,5994.333333333333
593,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,19000,First,7.0,44.0,23.281830466830467,18.788235294117648,2993,258.0,1,0,0,1,1727.2727272727273
594,Maruti Swift Dzire VDi,Hyderabad,2011,81759,First,5.0,4.39,23.281830466830467,22.705882352941178,1248,73.9,1,0,1,0,5839.928571428572
595,Maruti Swift LDI Optional,Kochi,2018,52010,First,5.0,6.2,23.281830466830467,29.647058823529413,1248,74.0,1,0,1,0,7430.0
596,Audi A6 2011-2015 35 TFSI Technology,Kochi,2016,58953,First,5.0,24.22,23.281830466830467,18.04,1984,177.01,0,1,0,1,6550.333333333333
597,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mumbai,2008,93000,Third,6.0,5.45,23.281830466830467,12.352941176470589,2835,107.2,1,0,1,0,5470.588235294118
598,Jaguar XF 2.2 Litre Executive,Delhi,2016,10000,First,5.0,44.0,23.281830466830467,19.24705882352941,2179,187.7,1,0,0,1,1111.111111111111
599,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2019,40674,First,7.0,24.82,28.05,13.364705882352942,2755,171.5,1,0,0,1,6779.0
600,Skoda Octavia Ambition 2.0 TDI AT,Mumbai,2015,50000,First,5.0,11.69,23.281830466830467,22.705882352941178,1968,141.0,1,0,0,1,5000.0
601,Toyota Corolla Altis VL AT,Bangalore,2018,1331,First,5.0,20.0,23.281830466830467,19.04,1798,138.03,0,1,0,1,190.14285714285714
602,Maruti Omni 8 Seater BSII,Pune,2010,60000,First,8.0,1.45,23.281830466830467,26.266666666666666,796,35.0,0,1,1,0,4000.0
603,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2018,10003,First,5.0,48.5,59.77,21.058823529411764,2143,170.0,1,0,0,1,1429.0
604,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25000,First,5.0,9.45,15.86,25.294117647058822,1498,108.5,1,0,0,1,2777.777777777778
605,Mahindra XUV500 W10 2WD,Ahmedabad,2015,73000,First,7.0,12.5,23.281830466830467,18.823529411764707,2179,140.0,1,0,1,0,7300.0
606,Nissan Terrano XL 85 PS,Hyderabad,2014,59962,First,5.0,6.9,23.281830466830467,24.058823529411764,1461,83.8,1,0,1,0,5451.090909090909
607,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,72000,Second,5.0,5.8,23.281830466830467,26.258823529411767,1582,126.32,1,0,1,0,5538.461538461538
608,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,20967,First,5.0,44.56,23.281830466830467,17.28235294117647,2993,258.0,1,0,0,1,2329.6666666666665
609,Mahindra Scorpio S4 Plus,Bangalore,2015,35000,Second,7.0,8.5,23.281830466830467,18.11764705882353,2179,120.0,1,0,1,0,3500.0
610,Hyundai Verna 1.6 CRDi SX,Coimbatore,2017,38056,First,5.0,10.7,23.281830466830467,28.11764705882353,1582,126.2,1,0,1,0,4757.0
611,Audi Q7 3.0 TDI Quattro Premium Plus,Pune,2009,94000,Second,7.0,12.0,23.281830466830467,14.200000000000001,2967,241.4,1,0,0,1,5875.0
612,Chevrolet Aveo U-VA 1.2 LT,Coimbatore,2010,64236,First,5.0,2.44,23.281830466830467,19.599999999999998,1150,76.0,0,1,1,0,4282.4
613,Mahindra Bolero ZLX BSIII,Kolkata,2000,124000,First,7.0,1.95,23.281830466830467,16.0,2523,63.0,1,0,1,0,4960.0
614,Hyundai Xcent 1.2 Kappa S,Mumbai,2014,7400,First,5.0,4.35,23.281830466830467,25.46666666666667,1197,82.0,0,1,1,0,672.7272727272727
615,Toyota Innova Crysta 2.4 GX MT 8S,Hyderabad,2017,52000,First,8.0,17.5,19.43,16.094117647058823,2393,147.8,1,0,1,0,6500.0
616,Hyundai EON Era Plus,Hyderabad,2015,68764,First,5.0,2.9,23.281830466830467,28.133333333333336,814,55.2,0,1,1,0,6876.4
617,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,64000,First,5.0,2.9,23.281830466830467,25.96470588235294,1199,73.9,1,0,1,0,5333.333333333333
618,Maruti Vitara Brezza ZDi,Pune,2016,21558,First,5.0,8.9,10.65,28.58823529411765,1248,88.5,1,0,1,0,2395.3333333333335
619,BMW 3 Series 320d Prestige,Mumbai,2013,37500,First,5.0,16.75,23.281830466830467,22.211764705882352,1995,184.0,1,0,0,1,3125.0
620,Hyundai EON Sportz,Coimbatore,2016,14077,First,5.0,3.95,23.281830466830467,28.133333333333336,814,55.2,0,1,1,0,1564.111111111111
621,Honda City 1.5 S MT,Mumbai,2009,70000,First,5.0,2.1,23.281830466830467,22.666666666666668,1497,118.0,0,1,1,0,4375.0
622,Honda Accord 2.4 MT,Kochi,2011,54316,Second,5.0,4.29,23.281830466830467,17.066666666666666,2354,177.6,0,1,1,0,3879.714285714286
623,Mahindra Xylo E8,Hyderabad,2009,90764,First,8.0,3.85,23.281830466830467,16.47058823529412,2498,112.0,1,0,1,0,5672.75
624,BMW 3 Series 320d,Chennai,2009,137000,Second,5.0,9.0,23.281830466830467,15.529411764705882,1995,170.0,1,0,0,1,8562.5
625,Honda City V MT,Pune,2013,127000,Second,5.0,4.5,23.281830466830467,22.400000000000002,1497,116.3,0,1,1,0,10583.333333333334
626,Mahindra XUV500 W10 2WD,Kochi,2016,51884,First,7.0,12.46,23.281830466830467,18.823529411764707,2179,140.0,1,0,1,0,5764.888888888889
